id,phase,title,wer,inference_runtime_sec,inference_peak_gpu_mem_mb,source_id
R4_VOX,final_tp_fast,R4 VoxPopuli Patch-2 rapide,1.0028735399246216,1.1380895376205444,302.2099609375,
