id,phase,title,wer,inference_runtime_sec,inference_peak_gpu_mem_mb,source_id
SEL01,selection,Selection from E08,1.0037336652146858,33.320197105407715,24.646484375,E08
SEL02,selection,Selection from E06,1.0,34.470452427864075,29.603515625,E06
SEL03,selection,Selection from E05,1.0,32.92424833774567,25.771484375,E05
SEL04,selection,Selection from E03,1.0,34.51751434803009,14.1923828125,E03
SEL05,selection,Selection from E02,1.0,33.71369671821594,24.646484375,E02
E10,final,Final Top-2,0.999992391965916,301.18343272209165,24.646484375,SEL05
